Course_Name,Level,Rating,Skills,Number of students,Platform
Intro to Psychology,0,4.581818182,"Pyschology, Research Methods, Biology",88495,Udacity
Engagement & Monetization | Mobile Games,0,4.581818182,"Game Development, Monetization, Engagement",98802,Udacity
Material Design for Android Developers,1,4.581818182,"Android Development, Material Design, Surfaces, Graphic Design",88616,Udacity
Craft Your Cover Letter,0,4.581818182,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement",90900,Udacity
Refresh Your Resume,0,4.581818182,"Resume writing, Company targeting, Storytelling, Career Advancement",95112,Udacity
Strengthen Your LinkedIn Network & Brand,0,4.581818182,"Personal branding, LinkedIn, Networking, Career Advancement",95238,Udacity
Data Science Interview Prep,1,4.581818182,"Interview practice, Common Data Questions, Data Structures, Career Advancement",90704,Udacity
Android Interview Prep,1,4.581818182,"Interview practice, Common Android Questions, Whiteboarding",99430,Udacity
Machine Learning Interview Preparation,1,4.581818182,"Interview practice, Machine Learning, Career Advancement",83381,Udacity
Front-End Interview Prep,1,4.581818182,"Interview questions, Common FE Questions, Whiteboarding, Career Advancement",93783,Udacity
Full-Stack Interview Prep,1,4.581818182,"Interview practice, Common FS Questions, Whiteboarding, Career Advancement",97260,Udacity
Data Structures & Algorithms in Swift,1,4.581818182,"Interview practice, Swift, Data structures, Career Advancement",90849,Udacity
iOS Interview Prep,1,4.581818182,"Interview practice, Common iOS Questions, Whiteboarding, Career Advancement",88747,Udacity
VR Interview Prep,1,4.581818182,"Interview practice, Common VR Questions, Whiteboarding, Career Advancement",94783,Udacity
DavidsonX: Analyzing and Visualizing Data with Power BI,0,4.4,"Power BI, Data Visualization, Business Analytics, Infographics, Data Analysis, Microsoft 365, Virtual Machines, Report Writing",140786,EdX
"UMD, USMx: Marketing Innovative Products and Services",0,4.5,"Focus Group, Social Media Marketing, New Product Development, Innovation, Product Strategy, Marketing Strategies, Marketing Concepts, Decision Making, Content Marketing, Growth Strategies, Product Design, Commercialization, Marketing, Marketing Planning, Go-to-Market Strategy, Campaign Management",21127,EdX
GalileoX: Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,0,4.671710515,"Demand Generation, Advertising Campaigns, Bidding, Digital Skills, A/B Testing, Digital Marketing, Marketing, Persona (User Experience), Digital Media Strategy, Community Management, Facebook Ads",43932,EdX
GalileoX: Marketing Digital: Content & Community Manager,0,4.2,"Content Creation, Demand Generation, Social Media, Key Performance Indicators (KPIs), Marketing Strategies, Digital Skills, Digital Marketing, Marketing, Instagram, Community Management, Social Media Marketing, Digital Content, Social Networks, New Product Development, Facebook Ads",191089,EdX
"UMD, USMx: Online Advertising & Social Media",0,4.5,"Online Advertising, Social Media, Lead Generation, Marketing, Social Networks, Big Data, Email Marketing, Digital Marketing, Google Ads, Technology Ecosystems, Planning, Content Marketing, Video Ads, Search Engine Optimization, Decision Making, Advertising Strategy, Social Media Planning, Social Media Advertising",31104,EdX
State-Bank-of-India: Basics of Digital Marketing for All,0,4.671710515,"Personal Branding, Search Engine Optimization, Online Marketing, Marketing, Leverage, Internet Marketing, Email Marketing, Mobile Application Development, Digital Marketing, Social Media, Strategic Planning, Search Engine Marketing",161239,EdX
AnahuacX: E-Commerce Estratégico,0,4.671710515,"Customer Experience, Sales Process, Digital Marketing, Marketing, Brand Identity, E-Commerce, Brand Positioning, Communication Strategies, Product Marketing, Target Audience, Sales, Mobile Phones, Search Engine Optimization, Automation, Social Networks, Microsoft Outlook, Branding, Smartphone Operation, Online Store, Social Media, Product Promotion, Customer Service, Brand Strategy, Artificial Intelligence",155635,EdX
UPValenciaX: Fundamentos del marketing digital,0,4.5,"Advertisement, Web Analytics, Business Analysis, Search Engine Optimization, Digital Marketing, Marketing, Sales",9910,EdX
GalileoX: Email marketing: diseño y gestión de campañas,0,4.671710515,"Mailchimp, Digital Marketing, Marketing, Management, Conversion Marketing, Sales, Email Marketing, Sales Process",17417,EdX
IBM: Data Science Tools,0,4.3,"Jupyter Notebook, Python (Programming Language), Markdown, Watson Studio, Jupyter, RStudio, Data Science",32877,EdX
HKUSTx: Foundations of Data Analytics,1,4.671710515,"Data Processing, Data Integration, Machine Learning, Data Cleansing, Data Analysis, Python (Programming Language), Big Data, Data Security, Programming Tools, Data Extraction",158709,EdX
UCSanDiegoX: Probability and Statistics in Data Science using Python,2,3.6,"Probability And Statistics, Data Science, Random Variables, Jupyter, Python (Programming Language)",131189,EdX
"UMD, USMx: Data Science and Agile Systems for Product Management",1,4.6,"Data Management, Fault Tolerance, Self Service Technologies, DevOps, Operations, Design And Technology, Modularity, Agile Methodology, Automation, Data Science, Data Collection, Influencing Skills, Product Management",14118,EdX
IBM: Python for Data Science Project,1,4.2,"Data Analysis, Data Science, Python (Programming Language)",12560,EdX
MITx: Collaborative Data Science for Healthcare,2,4.671710515,"Population Health, Electronic Medical Record, Research, Diabetes Mellitus, Blood Sugar, Digital Data, Blood Pressure, Data Science, Medical Research, Clinical Trials, Algorithms",12686,EdX
IBM: R Programming Basics for Data Science,0,4.671710515,"Watson Studio, RStudio, Jupyter, R (Programming Language), Data Analysis, Data Science, Data Structures",10990,EdX
"NUS: Data Science for Construction, Architecture and Engineering",0,4.6,"Machine Learning, Data Analysis, Operations, Python (Programming Language), Spreadsheets, Pandas (Python Package), Extract Transform Load (ETL), Top Secret-Sensitive Compartmented Information (TS/SCI Clearance), Data Science, Built Environment",34462,EdX
HarvardX: Data Science: Wrangling,0,4.3,"Parsing, Data Science, Web Pages, Data Wrangling, HyperText Markup Language (HTML), Text Mining",92985,EdX
"HarvardX: Principles, Statistical and Computational Tools for Reproducible Data Science",1,4.4,"Software Design Patterns, Bioinformatics, Political Sciences, Research Methodologies, Git (Version Control System), Statistical Methods, Computational Tools, Computational Biology, Github, Life Sciences, R (Programming Language), Data Science, Statistics, Presentations, Research, Astrophysics, Public Health, Applied Mathematics, RStudio, Biostatistics",105935,EdX
HarvardX: Data Science: Productivity Tools,0,4.3,"Version Control, Data Science, Report Writing, File Systems, Data Analysis, Rmarkdown, R (Programming Language), Markdown, Unix, Github, Git (Version Control System), Productivity Software, Linux",97945,EdX
HarvardX: Data Science: Capstone,0,4.5,"Data Science, Data Visualization, Data Wrangling, Data Analysis, R (Programming Language), Probability, Data Modeling, Machine Learning",90752,EdX
HarvardX: High-Dimensional Data Analysis,2,4.3,"Functional Genomics, Linear Model, Matrix Algebra, Software Engineering, Bioconductor (Bioinformatics Software), Factor Analysis, Multidimensional Scaling, Dimensionality Reduction, Algorithms, Hierarchical Clustering, Data Warehousing, Life Sciences, R (Programming Language), Forecasting, Principal Component Analysis, Data Visualization, Data Science, Statistics, Genomics, K-Means Clustering, Prediction, Statistical Inference, Machine Learning, Data Analysis, Biology",119084,EdX
HarvardX: Data Science: Inference and Modeling,0,4.3,"Forecasting, Data Science, Bayesian Modeling, Data Analysis, Confidence Intervals, Probability",127133,EdX
HarvardX: Data Science: Linear Regression,0,4.3,"Data Science, Linear Regression, Statistical Modeling",106033,EdX
IBM: Introduction to Statistics for Data Science using Python,0,4.671710515,"Jupyter, Data Science, Computer Science, Analysis Of Variance (ANOVA), Descriptive Statistics, Correlation Analysis, Probability Distribution, Statistical Thinking, Statistical Analysis, Python (Programming Language), Statistical Hypothesis Testing, Data Analysis, Statistics, Statistical Methods, Research",148386,EdX
HarvardX: Data Science: Probability,0,4.2,"Random Variables, Data Science, Monte Carlo Methods, Data Analysis, Financial Crisis, Probability, Statistical Inference, Probability Theories, Statistical Hypothesis Testing, Securities (Finance)",195879,EdX
HarvardX: Data Science: Visualization,0,4.5,"Data Science, Statistical Programming, Infectious Diseases, Exploratory Data Analysis, Data Visualization, Health Economics, Ggplot2",271184,EdX
UCSanDiegoX: Python for Data Science,2,3.4,"Python Tools For Visual Studio, Data Science, Git (Version Control System), Pandas (Python Package), Business Science, Python (Programming Language), Matplotlib",323638,EdX
IIMBx: Foundations of Data Science,1,4.671710515,"Statistical Learning Theory, Sampling (Statistics), Linear Algebra, Probability, Algorithms, Artificial Intelligence, Statistics, Statistical Hypothesis Testing, Machine Learning, Random Variables, Data Science, Logistic Regression, Probability Distribution, Feature Selection, Deep Learning, Recommender Systems",147716,EdX
IBM: SQL for Data Science,0,4.3,"Python (Programming Language), Jupyter, SQL (Programming Language), Machine Learning, Relational Databases, Data Science",111116,EdX
MITx: Machine Learning with Python: from Linear Models to Deep Learning,2,4.1,"Machine Learning, Artificial Neural Networks, Experimentation, Sales, Support Vector Machine, Linear Model, Forecasting, Statistics, Physics, Deep Learning, Algorithms, Data Science, Recommender Systems, Machine Learning Algorithms, Consumer Behaviour, Python (Programming Language), Reinforcement Learning, Prediction",237517,EdX
HarvardX: Data Science: R Basics,0,4.5,"Version Control, Data Science, RStudio, Dplyr, Machine Learning, Data Visualization, Sorting, Data Wrangling, Data Analysis, R (Programming Language), Probability, File Organization, Ggplot2, Document Preparations, Unix, Github, Git (Version Control System), Linux",845628,EdX
MITx: Data Analysis: Statistical Modeling and Computation in Applications,2,4.1,"Machine Learning, Sales, Statistics, Economics, Data Science, Statistical Modeling, Problem Solving, Computational Tools, Data Analysis, Statistical Hypothesis Testing",42084,EdX
IBM: Python Basics for Data Science,0,4.5,"Watson Studio, Python (Programming Language), Jupyter, Machine Learning, Data Analysis, Data Visualization, Data Science",730883,EdX
HarvardX: Data Science: Machine Learning,0,4.3,"Forecasting, Principal Component Analysis, Data Science, Machine Learning Algorithms, Speech Recognition, Recommender Systems, Algorithms, Machine Learning",522289,EdX
HarvardX: Introduction to Data Science with Python,1,4.5,"Scientific Methods, NumPy, Python (Programming Language), R (Programming Language), Machine Learning, Artificial Intelligence, Scikit-learn (Machine Learning Library), Algorithms, Matplotlib, Pandas (Python Package), Parsing, Data Science",79297,EdX
IBM: Introduction to Data Science,0,4.5,"Big Data, Forecasting, Data Science, Tax Collections",147977,EdX
IBM: IBM Cloud Essentials,0,4.6,"Infrastructure As A Service (IaaS), Artificial Intelligence, Blockchain, IBM Cloud Computing, OpenShift, Internet Of Things (IoT), Public Cloud, Identity And Access Management, Kubernetes, Advising",157826,EdX
"UMBC, USMx: NoSQL Databases",1,4.671710515,"JSON, Database Development, Relational Databases, NoSQL",146579,EdX
PurdueX: Fundamentals of Building Information Modeling,2,4.671710515,"Building Information Modeling, Authoring Systems, Object Oriented Modeling And Design, Autodesk, Autodesk Revit, Infrastructure, Parametric Modeling, Research, Project Management",147225,EdX
AWS: AWS Cloud Technical Essentials,0,4.5,"Cloud Computing, Cloud Development, Operations, Amazon Web Services, Scalability, Database Storage Structures, Business Requirements, Fault Tolerance",18808,EdX
IBM: Linux Commands & Shell Scripting,0,4.2,"Mac OS, Web Browsers, Linux Servers, Operating Systems, Command-Line Interface, Wget, File Management, cURL, Shell Commands, Linux Commands, Bash (Scripting Language), Unix, Text Processing, Access Controls, Ifconfig, Cron, Linux, Scripting, Unix Shell, Ping (Networking Utility), Shell Script, Grep, Software Development",15515,EdX
IBM: Guided Project: Get Started with Cloudant NoSQL Database,1,4.671710515,Create an account),161070,EdX
AWS: Architecting Solutions on AWS,1,4.671710515,"Amazon Web Services, Architectural Design, AWS Certified Solutions Architect Associate, Event-Driven Programming, Operational Efficiency, Account Strategy, Resilience, Solution Architecture",146250,EdX
FedericaX: Basi di dati,0,4.671710515,"Database Management Systems, Physical Design, Database Modeling, Database Models, Information Management, Database Systems, Information Systems, Relational Databases, SQL (Programming Language)",159343,EdX
UPValenciaX: Introduction to SQL and relational databases,0,4.671710515,"Data Extraction, Business Intelligence, Emulators, Relational Databases, SQL (Programming Language), International Standards, Business Software, Relational Database Management Systems",144076,EdX
UPValenciaX: IT Fundamentals for Business Professionals: Programming,0,4.671710515,"Telecommunications, Database Management, Cascading Style Sheets (CSS), Information Technology, SQL (Programming Language), HyperText Markup Language (HTML), Web Development, JavaScript (Programming Language), Extensible Markup Language (XML), Object-Oriented Programming (OOP), Information Systems",16689,EdX
IBM: Cloud Application Developer Capstone,1,4.671710515,"Architectural Models, Cloud-Native Applications, Node.js, Cloud-Native Computing, Management, Cloud Application Development, JSON, Continuous Integration, Artificial Intelligence, Cloud Computing, Application Programming Interface (API), IBM Cloud Computing, Open Source Technology, Cascading Style Sheets (CSS), Database Management, Github, Cloudant, Apache Flex, React.js, Application Development, Full Stack Development, Machine Learning, HyperText Markup Language (HTML), Continuous Delivery, JavaScript (Programming Language)",149444,EdX
